user_id,step,event_name,ui_group,user_region
277,1_app_opened,app_opened,B(개선 UI),도심권
277,2_home_viewed,home_viewed,B(개선 UI),도심권
278,1_app_opened,app_opened,B(개선 UI),외곽 주거지(초월읍 등)
279,1_app_opened,app_opened,B(개선 UI),도심권
279,2_home_viewed,home_viewed,B(개선 UI),도심권
280,1_app_opened,app_opened,B(개선 UI),도심권
280,2_home_viewed,home_viewed,B(개선 UI),도심권
280,3_cart_interacted,cart_interacted,B(개선 UI),도심권
281,1_app_opened,app_opened,B(개선 UI),도심권
281,2_home_viewed,home_viewed,B(개선 UI),도심권
282,1_app_opened,app_opened,A(기존 UI),도심권
283,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
283,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
284,1_app_opened,app_opened,A(기존 UI),외곽 주거지(초월읍 등)
284,2_home_viewed,home_viewed,A(기존 UI),외곽 주거지(초월읍 등)
285,1_app_opened,app_opened,B(개선 UI),도심권
285,2_home_viewed,home_viewed,B(개선 UI),도심권
285,3_cart_interacted,cart_interacted,B(개선 UI),도심권
285,4_purchase_completed,purchase_completed,B(개선 UI),도심권
286,1_app_opened,app_opened,A(기존 UI),도심권
287,1_app_opened,app_opened,A(기존 UI),도심권
288,1_app_opened,app_opened,B(개선 UI),도심권
289,1_app_opened,app_opened,A(기존 UI),도심권
290,1_app_opened,app_opened,B(개선 UI),도심권
291,1_app_opened,app_opened,A(기존 UI),도심권
292,1_app_opened,app_opened,A(기존 UI),도심권
293,1_app_opened,app_opened,B(개선 UI),도심권
294,1_app_opened,app_opened,A(기존 UI),도심권
